region,state,date,case_day,cases,death_day,deaths,day,%var_case_day,%var_death_day,avg7_cases,avg7_deaths,perc_death,avg7_perc_death
Norte,RO,2020-03-20,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Norte,RO,2020-03-21,0,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
Norte,RO,2020-03-22,2,3,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
Norte,RO,2020-03-23,0,3,0,0,4,-100.0,0.0,0.0,0.0,0.0,0.0
Norte,RO,2020-03-24,0,3,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
Norte,RO,2020-03-25,2,5,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0
Norte,RO,2020-03-26,0,5,0,0,7,-100.0,0.0,0.0,0.0,0.0,0.0
Norte,RO,2020-03-27,1,6,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0
Norte,RO,2020-03-28,0,6,0,0,9,-100.0,0.0,0.0,0.0,0.0,0.0
Norte,RO,2020-03-29,0,6,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0
Norte,RO,2020-03-30,0,6,0,0,11,0.0,0.0,0.0,0.0,0.0,0.0
Norte,RO,2020-03-31,2,8,1,1,12,0.0,0.0,0.0,0.0,12.5,1.79
Norte,RO,2020-04-01,1,9,0,1,13,-50.0,-100.0,0.0,0.0,11.11,3.37
Norte,RO,2020-04-02,1,10,0,1,14,0.0,0.0,0.0,0.0,10.0,4.8
Norte,RO,2020-04-03,0,10,0,1,15,-100.0,0.0,0.0,0.0,10.0,6.23
Norte,RO,2020-04-04,1,11,0,1,16,0.0,0.0,0.0,0.0,9.09,7.53
Norte,RO,2020-04-05,1,12,0,1,17,0.0,0.0,0.0,0.0,8.33,8.72
Norte,RO,2020-04-06,2,14,0,1,18,100.0,0.0,1.0,0.0,7.14,9.74
Norte,RO,2020-04-07,4,18,0,1,19,100.0,0.0,1.0,0.0,5.56,8.75
Norte,RO,2020-04-08,0,18,0,1,20,-100.0,0.0,1.0,0.0,5.56,7.95
Norte,RO,2020-04-09,10,28,1,2,21,0.0,0.0,2.0,0.0,7.14,7.55
Norte,RO,2020-04-10,4,32,0,2,22,-60.0,-100.0,3.0,0.0,6.25,7.01
Norte,RO,2020-04-11,1,33,0,2,23,-75.0,0.0,3.0,0.0,6.06,6.58
Norte,RO,2020-04-12,2,35,0,2,24,100.0,0.0,3.0,0.0,5.71,6.2
Norte,RO,2020-04-13,7,42,0,2,25,250.0,0.0,4.0,0.0,4.76,5.86
Norte,RO,2020-04-14,22,64,0,2,26,214.29,0.0,6.0,0.0,3.12,5.51
Norte,RO,2020-04-15,5,69,0,2,27,-77.27,0.0,7.0,0.0,2.9,5.13
Norte,RO,2020-04-16,7,76,1,3,28,40.0,0.0,6.0,0.0,3.95,4.68
Norte,RO,2020-04-17,16,92,0,3,29,128.57,-100.0,8.0,0.0,3.26,4.25
Norte,RO,2020-04-18,18,110,0,3,30,12.5,0.0,11.0,0.0,2.73,3.78
Norte,RO,2020-04-19,18,128,1,4,31,0.0,0.0,13.0,0.0,3.12,3.41
Norte,RO,2020-04-20,32,160,0,4,32,77.78,-100.0,16.0,0.0,2.5,3.08
Norte,RO,2020-04-21,39,199,0,4,33,21.88,0.0,19.0,0.0,2.01,2.92
Norte,RO,2020-04-22,24,223,1,5,34,-38.46,0.0,22.0,0.0,2.24,2.83
Norte,RO,2020-04-23,27,250,0,5,35,12.5,-100.0,24.0,0.0,2.0,2.55
Norte,RO,2020-04-24,40,290,0,5,36,48.15,0.0,28.0,0.0,1.72,2.33
Norte,RO,2020-04-25,38,328,2,7,37,-5.0,0.0,31.0,0.0,2.13,2.25
Norte,RO,2020-04-26,36,364,3,10,38,-5.26,50.0,33.0,0.0,2.75,2.19
Norte,RO,2020-04-27,29,393,0,10,39,-19.44,-100.0,33.0,0.0,2.54,2.2
Norte,RO,2020-04-28,20,413,1,11,40,-31.03,0.0,30.0,1.0,2.66,2.29
Norte,RO,2020-04-29,20,433,4,15,41,0.0,300.0,30.0,1.0,3.46,2.47
Norte,RO,2020-04-30,69,502,1,16,42,245.0,-75.0,36.0,1.0,3.19,2.64
Norte,RO,2020-05-01,83,585,2,18,43,20.29,100.0,42.0,1.0,3.08,2.83
Norte,RO,2020-05-02,68,653,5,23,44,-18.07,150.0,46.0,2.0,3.52,3.03
Norte,AC,2020-03-19,3,3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Norte,AC,2020-03-20,4,7,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
Norte,AC,2020-03-21,2,9,0,0,3,-50.0,0.0,0.0,0.0,0.0,0.0
Norte,AC,2020-03-22,2,11,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
Norte,AC,2020-03-23,0,11,0,0,5,-100.0,0.0,0.0,0.0,0.0,0.0
Norte,AC,2020-03-24,6,17,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0
Norte,AC,2020-03-25,6,23,0,0,7,0.0,0.0,3.0,0.0,0.0,0.0
Norte,AC,2020-03-26,1,24,0,0,8,-83.33,0.0,3.0,0.0,0.0,0.0
Norte,AC,2020-03-27,1,25,0,0,9,0.0,0.0,2.0,0.0,0.0,0.0
Norte,AC,2020-03-28,0,25,0,0,10,-100.0,0.0,2.0,0.0,0.0,0.0
Norte,AC,2020-03-29,9,34,0,0,11,0.0,0.0,3.0,0.0,0.0,0.0
Norte,AC,2020-03-30,8,42,0,0,12,-11.11,0.0,4.0,0.0,0.0,0.0
Norte,AC,2020-03-31,0,42,0,0,13,-100.0,0.0,3.0,0.0,0.0,0.0
Norte,AC,2020-04-01,1,43,0,0,14,0.0,0.0,2.0,0.0,0.0,0.0
Norte,AC,2020-04-02,0,43,0,0,15,-100.0,0.0,2.0,0.0,0.0,0.0
Norte,AC,2020-04-03,3,46,0,0,16,0.0,0.0,3.0,0.0,0.0,0.0
Norte,AC,2020-04-04,0,46,0,0,17,-100.0,0.0,3.0,0.0,0.0,0.0
Norte,AC,2020-04-05,2,48,0,0,18,0.0,0.0,2.0,0.0,0.0,0.0
Norte,AC,2020-04-06,2,50,0,0,19,0.0,0.0,1.0,0.0,0.0,0.0
Norte,AC,2020-04-07,0,50,1,1,20,-100.0,0.0,1.0,0.0,2.0,0.29
Norte,AC,2020-04-08,4,54,1,2,21,0.0,0.0,1.0,0.0,3.7,0.81
Norte,AC,2020-04-09,8,62,0,2,22,100.0,-100.0,2.0,0.0,3.23,1.28
Norte,AC,2020-04-10,8,70,0,2,23,0.0,0.0,3.0,0.0,2.86,1.68
Norte,AC,2020-04-11,2,72,0,2,24,-75.0,0.0,3.0,0.0,2.78,2.08
Norte,AC,2020-04-12,5,77,0,2,25,150.0,0.0,4.0,0.0,2.6,2.45
Norte,AC,2020-04-13,13,90,1,3,26,160.0,0.0,5.0,0.0,3.33,2.93
Norte,AC,2020-04-14,9,99,0,3,27,-30.77,-100.0,7.0,0.0,3.03,3.08
Norte,AC,2020-04-15,2,101,0,3,28,-77.78,0.0,6.0,0.0,2.97,2.97
Norte,AC,2020-04-16,9,110,2,5,29,350.0,0.0,6.0,0.0,4.55,3.16
Norte,AC,2020-04-17,25,135,0,5,30,177.78,-100.0,9.0,0.0,3.7,3.28
Norte,AC,2020-04-18,7,142,0,5,31,-72.0,0.0,10.0,0.0,3.52,3.39
Norte,AC,2020-04-19,21,163,1,6,32,200.0,0.0,12.0,0.0,3.68,3.54
Norte,AC,2020-04-20,13,176,2,8,33,-38.1,100.0,12.0,0.0,4.55,3.71
Norte,AC,2020-04-21,19,195,0,8,34,46.15,-100.0,13.0,0.0,4.1,3.87
Norte,AC,2020-04-22,19,214,0,8,35,0.0,0.0,16.0,0.0,3.74,3.98
Norte,AC,2020-04-23,13,227,2,10,36,-31.58,0.0,16.0,0.0,4.41,3.96
Norte,AC,2020-04-24,7,234,1,11,37,-46.15,-50.0,14.0,0.0,4.7,4.1
Norte,AC,2020-04-25,24,258,0,11,38,242.86,-100.0,16.0,0.0,4.26,4.21
Norte,AC,2020-04-26,21,279,0,11,39,-12.5,0.0,16.0,0.0,3.94,4.24
Norte,AC,2020-04-27,0,279,3,14,40,-100.0,0.0,14.0,0.0,5.02,4.31
Norte,AC,2020-04-28,32,311,2,16,41,0.0,-33.33,16.0,1.0,5.14,4.46
Norte,AC,2020-04-29,43,354,1,17,42,34.38,-50.0,20.0,1.0,4.8,4.61
Norte,AC,2020-04-30,50,404,2,19,43,16.28,100.0,25.0,1.0,4.7,4.65
Norte,AC,2020-05-01,82,486,0,19,44,64.0,-100.0,36.0,1.0,3.91,4.54
Norte,AC,2020-05-02,67,553,3,22,45,-18.29,0.0,42.0,1.0,3.98,4.5
Norte,AM,2020-03-15,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Norte,AM,2020-03-16,0,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
Norte,AM,2020-03-17,0,1,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
Norte,AM,2020-03-18,0,1,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
Norte,AM,2020-03-19,2,3,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
Norte,AM,2020-03-20,0,3,0,0,6,-100.0,0.0,0.0,0.0,0.0,0.0
Norte,AM,2020-03-21,8,11,0,0,7,0.0,0.0,1.0,0.0,0.0,0.0
Norte,AM,2020-03-22,15,26,0,0,8,87.5,0.0,3.0,0.0,0.0,0.0
Norte,AM,2020-03-23,6,32,0,0,9,-60.0,0.0,4.0,0.0,0.0,0.0
Norte,AM,2020-03-24,15,47,0,0,10,150.0,0.0,6.0,0.0,0.0,0.0
Norte,AM,2020-03-25,7,54,1,1,11,-53.33,0.0,7.0,0.0,1.85,0.26
Norte,AM,2020-03-26,13,67,0,1,12,85.71,-100.0,9.0,0.0,1.49,0.48
Norte,AM,2020-03-27,14,81,0,1,13,7.69,0.0,11.0,0.0,1.23,0.65
Norte,AM,2020-03-28,30,111,0,1,14,114.29,0.0,14.0,0.0,0.9,0.78
Norte,AM,2020-03-29,29,140,0,1,15,-3.33,0.0,16.0,0.0,0.71,0.88
Norte,AM,2020-03-30,11,151,0,1,16,-62.07,0.0,17.0,0.0,0.66,0.98
Norte,AM,2020-03-31,24,175,2,3,17,118.18,0.0,18.0,0.0,1.71,1.22
Norte,AM,2020-04-01,25,200,0,3,18,4.17,-100.0,20.0,0.0,1.5,1.17
Norte,AM,2020-04-02,29,229,0,3,19,16.0,0.0,23.0,0.0,1.31,1.15
Norte,AM,2020-04-03,31,260,4,7,20,6.9,0.0,25.0,0.0,2.69,1.35
Norte,AM,2020-04-04,51,311,5,12,21,64.52,25.0,28.0,1.0,3.86,1.78
Norte,AM,2020-04-05,106,417,2,14,22,107.84,-60.0,39.0,1.0,3.36,2.16
Norte,AM,2020-04-06,115,532,5,19,23,8.49,150.0,54.0,2.0,3.57,2.57
Norte,AM,2020-04-07,104,636,4,23,24,-9.57,-20.0,65.0,2.0,3.62,2.84
Norte,AM,2020-04-08,168,804,7,30,25,61.54,75.0,86.0,3.0,3.73,3.16
Norte,AM,2020-04-09,95,899,10,40,26,-43.45,42.86,95.0,5.0,4.45,3.61
Norte,AM,2020-04-10,82,981,10,50,27,-13.68,0.0,103.0,6.0,5.1,3.96
Norte,AM,2020-04-11,69,1050,3,53,28,-15.85,-70.0,105.0,5.0,5.05,4.13
Norte,AM,2020-04-12,156,1206,9,62,29,126.09,200.0,112.0,6.0,5.14,4.38
Norte,AM,2020-04-13,69,1275,9,71,30,-55.77,0.0,106.0,7.0,5.57,4.67
Norte,AM,2020-04-14,209,1484,19,90,31,202.9,111.11,121.0,9.0,6.06,5.01
Norte,AM,2020-04-15,70,1554,16,106,32,-66.51,-15.79,107.0,10.0,6.82,5.46
Norte,AM,2020-04-16,165,1719,18,124,33,135.71,12.5,117.0,12.0,7.21,5.85
Norte,AM,2020-04-17,90,1809,21,145,34,-45.45,16.67,118.0,13.0,8.02,6.27
Norte,AM,2020-04-18,88,1897,16,161,35,-2.22,-23.81,121.0,15.0,8.49,6.76
Norte,AM,2020-04-19,147,2044,21,182,36,67.05,31.25,119.0,17.0,8.9,7.3
Norte,AM,2020-04-20,116,2160,3,185,37,-21.09,-85.71,126.0,16.0,8.56,7.72
Norte,AM,2020-04-21,110,2270,8,193,38,-5.17,166.67,112.0,14.0,8.5,8.07
Norte,AM,2020-04-22,209,2479,14,207,39,90.0,75.0,132.0,14.0,8.35,8.29
Norte,AM,2020-04-23,409,2888,27,234,40,95.69,92.86,167.0,15.0,8.1,8.42
Norte,AM,2020-04-24,306,3194,21,255,41,-25.18,-22.22,197.0,15.0,7.98,8.41
Norte,AM,2020-04-25,441,3635,32,287,42,44.12,52.38,248.0,18.0,7.9,8.33
Norte,AM,2020-04-26,198,3833,17,304,43,-55.1,-46.88,255.0,17.0,7.93,8.19
Norte,AM,2020-04-27,95,3928,16,320,44,-52.02,-5.88,252.0,19.0,8.15,8.13
Norte,AM,2020-04-28,409,4337,31,351,45,330.53,93.75,295.0,22.0,8.09,8.07
Norte,AM,2020-04-29,464,4801,29,380,46,13.45,-6.45,331.0,24.0,7.92,8.01
Norte,AM,2020-04-30,453,5254,45,425,47,-2.37,55.17,338.0,27.0,8.09,8.01
Norte,AM,2020-05-01,469,5723,51,476,48,3.53,13.33,361.0,31.0,8.32,8.06
Norte,AM,2020-05-02,339,6062,25,501,49,-27.72,-50.98,346.0,30.0,8.26,8.11
Norte,RR,2020-03-22,2,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Norte,RR,2020-03-23,0,2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
Norte,RR,2020-03-24,0,2,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
Norte,RR,2020-03-25,6,8,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
Norte,RR,2020-03-26,0,8,0,0,5,-100.0,0.0,0.0,0.0,0.0,0.0
Norte,RR,2020-03-27,2,10,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0
Norte,RR,2020-03-28,2,12,0,0,7,0.0,0.0,1.0,0.0,0.0,0.0
Norte,RR,2020-03-29,4,16,0,0,8,100.0,0.0,2.0,0.0,0.0,0.0
Norte,RR,2020-03-30,0,16,0,0,9,-100.0,0.0,2.0,0.0,0.0,0.0
Norte,RR,2020-03-31,0,16,0,0,10,0.0,0.0,2.0,0.0,0.0,0.0
Norte,RR,2020-04-01,6,22,0,0,11,0.0,0.0,2.0,0.0,0.0,0.0
Norte,RR,2020-04-02,4,26,0,0,12,-33.33,0.0,2.0,0.0,0.0,0.0
Norte,RR,2020-04-03,4,30,0,0,13,0.0,0.0,2.0,0.0,0.0,0.0
Norte,RR,2020-04-04,7,37,1,1,14,75.0,0.0,3.0,0.0,2.7,0.39
Norte,RR,2020-04-05,5,42,0,1,15,-28.57,-100.0,3.0,0.0,2.38,0.73
Norte,RR,2020-04-06,0,42,0,1,16,-100.0,0.0,3.0,0.0,2.38,1.07
Norte,RR,2020-04-07,0,42,0,1,17,0.0,0.0,3.0,0.0,2.38,1.41
Norte,RR,2020-04-08,7,49,0,1,18,0.0,0.0,3.0,0.0,2.04,1.7
Norte,RR,2020-04-09,3,52,0,1,19,-57.14,0.0,3.0,0.0,1.92,1.97
Norte,RR,2020-04-10,11,63,2,3,20,266.67,0.0,4.0,0.0,4.76,2.65
Norte,RR,2020-04-11,12,75,0,3,21,9.09,-100.0,5.0,0.0,4.0,2.84
Norte,RR,2020-04-12,4,79,0,3,22,-66.67,0.0,5.0,0.0,3.8,3.04
Norte,RR,2020-04-13,4,83,0,3,23,0.0,0.0,5.0,0.0,3.61,3.22
Norte,RR,2020-04-14,30,113,0,3,24,650.0,0.0,10.0,0.0,2.65,3.25
Norte,RR,2020-04-15,1,114,0,3,25,-96.67,0.0,9.0,0.0,2.63,3.34
Norte,RR,2020-04-16,28,142,0,3,26,2700.0,0.0,12.0,0.0,2.11,3.37
Norte,RR,2020-04-17,22,164,0,3,27,-21.43,0.0,14.0,0.0,1.83,2.95
Norte,RR,2020-04-18,37,201,0,3,28,68.18,0.0,18.0,0.0,1.49,2.59
Norte,RR,2020-04-19,21,222,0,3,29,-43.24,0.0,20.0,0.0,1.35,2.24
Norte,RR,2020-04-20,22,244,0,3,30,4.76,0.0,23.0,0.0,1.23,1.9
Norte,RR,2020-04-21,3,247,0,3,31,-86.36,0.0,19.0,0.0,1.21,1.69
Norte,RR,2020-04-22,33,280,0,3,32,1000.0,0.0,23.0,0.0,1.07,1.47
Norte,RR,2020-04-23,17,297,0,3,33,-48.48,0.0,22.0,0.0,1.01,1.31
Norte,RR,2020-04-24,7,304,0,3,34,-58.82,0.0,20.0,0.0,0.99,1.19
Norte,RR,2020-04-25,41,345,0,3,35,485.71,0.0,20.0,0.0,0.87,1.1
Norte,RR,2020-04-26,56,401,1,4,36,36.59,0.0,25.0,0.0,1.0,1.05
Norte,RR,2020-04-27,6,407,0,4,37,-89.29,-100.0,23.0,0.0,0.98,1.02
Norte,RR,2020-04-28,18,425,2,6,38,200.0,0.0,25.0,0.0,1.41,1.05
Norte,RR,2020-04-29,27,452,0,6,39,50.0,-100.0,24.0,0.0,1.33,1.08
Norte,RR,2020-04-30,67,519,1,7,40,148.15,0.0,31.0,0.0,1.35,1.13
Norte,RR,2020-05-01,83,602,1,8,41,23.88,0.0,42.0,0.0,1.33,1.18
Norte,RR,2020-05-02,66,668,1,9,42,-20.48,0.0,46.0,0.0,1.35,1.25
Norte,PA,2020-03-19,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Norte,PA,2020-03-20,1,2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
Norte,PA,2020-03-21,0,2,0,0,3,-100.0,0.0,0.0,0.0,0.0,0.0
Norte,PA,2020-03-22,2,4,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
Norte,PA,2020-03-23,1,5,0,0,5,-50.0,0.0,0.0,0.0,0.0,0.0
Norte,PA,2020-03-24,0,5,0,0,6,-100.0,0.0,0.0,0.0,0.0,0.0
Norte,PA,2020-03-25,2,7,0,0,7,0.0,0.0,1.0,0.0,0.0,0.0
Norte,PA,2020-03-26,6,13,0,0,8,200.0,0.0,1.0,0.0,0.0,0.0
Norte,PA,2020-03-27,0,13,0,0,9,-100.0,0.0,1.0,0.0,0.0,0.0
Norte,PA,2020-03-28,4,17,0,0,10,0.0,0.0,2.0,0.0,0.0,0.0
Norte,PA,2020-03-29,1,18,0,0,11,-75.0,0.0,2.0,0.0,0.0,0.0
Norte,PA,2020-03-30,3,21,0,0,12,200.0,0.0,2.0,0.0,0.0,0.0
Norte,PA,2020-03-31,11,32,0,0,13,266.67,0.0,3.0,0.0,0.0,0.0
Norte,PA,2020-04-01,8,40,1,1,14,-27.27,0.0,4.0,0.0,2.5,0.36
Norte,PA,2020-04-02,6,46,0,1,15,-25.0,-100.0,4.0,0.0,2.17,0.67
Norte,PA,2020-04-03,4,50,0,1,16,-33.33,0.0,5.0,0.0,2.0,0.95
Norte,PA,2020-04-04,30,80,0,1,17,650.0,0.0,9.0,0.0,1.25,1.13
Norte,PA,2020-04-05,6,86,0,1,18,-80.0,0.0,9.0,0.0,1.16,1.3
Norte,PA,2020-04-06,16,102,2,3,19,166.67,0.0,11.0,0.0,2.94,1.72
Norte,PA,2020-04-07,36,138,2,5,20,125.0,0.0,15.0,0.0,3.62,2.23
Norte,PA,2020-04-08,29,167,1,6,21,-19.44,-50.0,18.0,0.0,3.59,2.39
Norte,PA,2020-04-09,1,168,1,7,22,-96.55,0.0,17.0,0.0,4.17,2.68
Norte,PA,2020-04-10,2,170,2,9,23,100.0,100.0,17.0,1.0,5.29,3.15
Norte,PA,2020-04-11,47,217,1,10,24,2250.0,-50.0,19.0,1.0,4.61,3.63
Norte,PA,2020-04-12,29,246,3,13,25,-38.3,200.0,22.0,1.0,5.28,4.21
Norte,PA,2020-04-13,24,270,2,15,26,-17.24,-33.33,24.0,1.0,5.56,4.59
Norte,PA,2020-04-14,53,323,4,19,27,120.83,100.0,26.0,2.0,5.88,4.91
Norte,PA,2020-04-15,61,384,2,21,28,15.09,-50.0,31.0,2.0,5.47,5.18
Norte,PA,2020-04-16,54,438,3,24,29,-11.48,50.0,38.0,2.0,5.48,5.37
Norte,PA,2020-04-17,119,557,2,26,30,120.37,-33.33,55.0,2.0,4.67,5.28
Norte,PA,2020-04-18,83,640,7,33,31,-30.25,250.0,60.0,3.0,5.16,5.36
Norte,PA,2020-04-19,45,685,1,34,32,-45.78,-85.71,62.0,3.0,4.96,5.31
Norte,PA,2020-04-20,217,902,1,35,33,382.22,0.0,90.0,2.0,3.88,5.07
Norte,PA,2020-04-21,124,1026,3,38,34,-42.86,200.0,100.0,2.0,3.7,4.76
Norte,PA,2020-04-22,169,1195,5,43,35,36.29,66.67,115.0,3.0,3.6,4.49
Norte,PA,2020-04-23,72,1267,10,53,36,-57.4,100.0,118.0,4.0,4.18,4.31
Norte,PA,2020-04-24,179,1446,22,75,37,148.61,120.0,127.0,7.0,5.19,4.38
Norte,PA,2020-04-25,133,1579,11,86,38,-25.7,-50.0,134.0,7.0,5.45,4.42
Norte,PA,2020-04-26,288,1867,14,100,39,116.54,27.27,168.0,9.0,5.36,4.48
Norte,PA,2020-04-27,261,2128,14,114,40,-9.38,0.0,175.0,11.0,5.36,4.69
Norte,PA,2020-04-28,134,2262,15,129,41,-48.66,7.14,176.0,13.0,5.7,4.98
Norte,PA,2020-04-29,160,2422,8,137,42,19.4,-46.67,175.0,13.0,5.66,5.27
Norte,PA,2020-04-30,454,2876,71,208,43,183.75,787.5,229.0,22.0,7.23,5.71
Norte,PA,2020-05-01,300,3176,27,235,44,-33.92,-61.97,247.0,22.0,7.4,6.02
Norte,PA,2020-05-02,284,3460,38,273,45,-5.33,40.74,268.0,26.0,7.89,6.37
Norte,AP,2020-03-20,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Norte,AP,2020-03-21,0,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
Norte,AP,2020-03-22,0,1,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
Norte,AP,2020-03-23,0,1,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
Norte,AP,2020-03-24,0,1,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
Norte,AP,2020-03-25,0,1,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0
Norte,AP,2020-03-26,1,2,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0
Norte,AP,2020-03-27,0,2,0,0,8,-100.0,0.0,0.0,0.0,0.0,0.0
Norte,AP,2020-03-28,2,4,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0
Norte,AP,2020-03-29,0,4,0,0,10,-100.0,0.0,0.0,0.0,0.0,0.0
Norte,AP,2020-03-30,4,8,0,0,11,0.0,0.0,1.0,0.0,0.0,0.0
Norte,AP,2020-03-31,2,10,0,0,12,-50.0,0.0,1.0,0.0,0.0,0.0
Norte,AP,2020-04-01,1,11,0,0,13,-50.0,0.0,1.0,0.0,0.0,0.0
Norte,AP,2020-04-02,0,11,0,0,14,-100.0,0.0,1.0,0.0,0.0,0.0
Norte,AP,2020-04-03,8,19,0,0,15,0.0,0.0,2.0,0.0,0.0,0.0
Norte,AP,2020-04-04,9,28,1,1,16,12.5,0.0,3.0,0.0,3.57,0.51
Norte,AP,2020-04-05,1,29,1,2,17,-88.89,0.0,3.0,0.0,6.9,1.5
Norte,AP,2020-04-06,5,34,0,2,18,400.0,-100.0,3.0,0.0,5.88,2.34
Norte,AP,2020-04-07,14,48,0,2,19,180.0,0.0,5.0,0.0,4.17,2.93
Norte,AP,2020-04-08,59,107,0,2,20,321.43,0.0,13.0,0.0,1.87,3.2
Norte,AP,2020-04-09,21,128,0,2,21,-64.41,0.0,16.0,0.0,1.56,3.42
Norte,AP,2020-04-10,38,166,0,2,22,80.95,0.0,21.0,0.0,1.2,3.59
Norte,AP,2020-04-11,27,193,1,3,23,-28.95,0.0,23.0,0.0,1.55,3.3
Norte,AP,2020-04-12,37,230,2,5,24,37.04,100.0,28.0,0.0,2.17,2.63
Norte,AP,2020-04-13,12,242,0,5,25,-67.57,-100.0,29.0,0.0,2.07,2.08
Norte,AP,2020-04-14,65,307,1,6,26,441.67,0.0,37.0,0.0,1.95,1.77
Norte,AP,2020-04-15,27,334,1,7,27,-58.46,0.0,32.0,0.0,2.1,1.8
Norte,AP,2020-04-16,28,362,2,9,28,3.7,100.0,33.0,1.0,2.49,1.93
Norte,AP,2020-04-17,8,370,1,10,29,-71.43,-50.0,29.0,1.0,2.7,2.15
Norte,AP,2020-04-18,23,393,0,10,30,187.5,-100.0,28.0,1.0,2.54,2.29
Norte,AP,2020-04-19,23,416,1,11,31,0.0,0.0,26.0,0.0,2.64,2.36
Norte,AP,2020-04-20,17,433,2,13,32,-26.09,100.0,27.0,1.0,3.0,2.49
Norte,AP,2020-04-21,24,457,0,13,33,41.18,-100.0,21.0,1.0,2.84,2.62
Norte,AP,2020-04-22,22,479,1,14,34,-8.33,0.0,20.0,1.0,2.92,2.73
Norte,AP,2020-04-23,69,548,2,16,35,213.64,100.0,26.0,1.0,2.92,2.79
Norte,AP,2020-04-24,85,633,2,18,36,23.19,0.0,37.0,1.0,2.84,2.81
Norte,AP,2020-04-25,52,685,1,19,37,-38.82,-50.0,41.0,1.0,2.77,2.85
Norte,AP,2020-04-26,113,798,2,21,38,117.31,100.0,54.0,1.0,2.63,2.85
Norte,AP,2020-04-27,44,842,5,26,39,-61.06,150.0,58.0,1.0,3.09,2.86
Norte,AP,2020-04-28,76,918,2,28,40,72.73,-60.0,65.0,2.0,3.05,2.89
Norte,AP,2020-04-29,98,1016,3,31,41,28.95,50.0,76.0,2.0,3.05,2.91
Norte,AP,2020-04-30,64,1080,3,34,42,-34.69,0.0,76.0,2.0,3.15,2.94
Norte,AP,2020-05-01,41,1121,3,37,43,-35.94,0.0,69.0,2.0,3.3,3.01
Norte,AP,2020-05-02,66,1187,3,40,44,60.98,0.0,71.0,3.0,3.37,3.09
Norte,TO,2020-03-19,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Norte,TO,2020-03-20,0,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
Norte,TO,2020-03-21,1,2,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
Norte,TO,2020-03-22,0,2,0,0,4,-100.0,0.0,0.0,0.0,0.0,0.0
Norte,TO,2020-03-23,3,5,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
Norte,TO,2020-03-24,2,7,0,0,6,-33.33,0.0,0.0,0.0,0.0,0.0
Norte,TO,2020-03-25,0,7,0,0,7,-100.0,0.0,1.0,0.0,0.0,0.0
Norte,TO,2020-03-26,0,7,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0
Norte,TO,2020-03-27,1,8,0,0,9,0.0,0.0,1.0,0.0,0.0,0.0
Norte,TO,2020-03-28,1,9,0,0,10,0.0,0.0,1.0,0.0,0.0,0.0
Norte,TO,2020-03-29,0,9,0,0,11,-100.0,0.0,1.0,0.0,0.0,0.0
Norte,TO,2020-03-30,1,10,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0
Norte,TO,2020-03-31,1,11,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0
Norte,TO,2020-04-01,1,12,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0
Norte,TO,2020-04-02,0,12,0,0,15,-100.0,0.0,0.0,0.0,0.0,0.0
Norte,TO,2020-04-03,0,12,0,0,16,0.0,0.0,0.0,0.0,0.0,0.0
Norte,TO,2020-04-04,2,14,0,0,17,0.0,0.0,0.0,0.0,0.0,0.0
